ID,Scholarship Title ,Provider ,Scholarship Type,Provider Sub Type ,State ,Residency Requirement ,Course Stream ,Age Limit ,Total Awards ,Community ,Gender ,Education Level ,Minimum Marks ,Income Limit ,Minimum Scholarship Amount ,Annual Amount ,Amount Description ,Deadline ,Deadline Description,Official Website ,SEO Keywords ,Special conditions ,Tags ,Thumbnail URL,Documents Needed ,Apply URL,Introduction ,Benefits ,Application Step by Step Guide ,Selection Process ,FAQs ,Verified ,Last Verified Date ,Verification year ,Application Type ,Show on Homepage ,Is Featured ,Is Popular ,Priority Score ,Scholarship Status,Time to apply (mins),Renewal ,Helpline ,Competitiveness,Internal Notes ,Production Status ,Localhost URL
west-bengal-svmcm,Swami Vivekananda Merit-cum-Means Scholarship (SVMCM),West Bengal Government,Government,State,West Bengal,Must be domiciled in West Bengal,All courses,,,All,All,"Higher Secondary, Undergraduate, Postgraduate",75,250000,,,Merit-cum-means scholarship,2025-11-30,Applications typically open in November,https://svmcm.wb.gov.in,,Requires high academic performance. Annual family income should not exceed ₹2.5 lakh. Kanyashree recipients with 45% also eligible for PG.,"state, government, west bengal, merit-based",,"Aadhaar card, Domicile certificate, Income certificate, Academic certificates, Fee receipt, Bank passbook",https://svmcm.wb.gov.in,,Merit-based financial assistance for meritorious students with limited means.,1. Visit svmcm.wb.gov.in 2. Register and login 3. Fill application form 4. Upload documents 5. Submit application,Merit-based selection with income verification. High academic standards required.,,,2026-01-03,2026,Online,0,0,1,85,Active,,Renewable,,High,,Ready for Production,http://localhost:3000/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm
west-bengal-post-matric-sc-st,West Bengal Post-Matric Scholarship for SC/ST/OBC,West Bengal Government,Government,State,West Bengal,Must be domiciled in West Bengal,All post-matric courses,,,"SC, ST, OBC",All,"Class 11-12, Undergraduate, Postgraduate",,250000,,,Financial assistance for SC/ST/OBC students,2025-12-31,Applications processed through OASIS portal,https://www.wbscstdevelopment.gov.in,,"SC/ST income limit: ₹2.5L, OBC income limit: ₹1L. Must be enrolled in Class 11 to PG level.","state, government, west bengal, sc, st, obc, post-matric",,"Aadhaar card, Domicile certificate, Caste certificate, Income certificate, Academic certificates, Fee receipt, Bank passbook",https://www.wbscstdevelopment.gov.in,,Financial assistance for educational expenses. Category-based support.,1. Apply through OASIS portal 2. Fill application form 3. Upload documents 4. Submit for verification,Category and income-based selection with document verification.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/west-bengal-post-matric-scholarship-for-scstobc
up-post-matric-intermediate,UP Post-Matric Intermediate Scholarship,Uttar Pradesh Government,Government,State,Uttar Pradesh,Must be permanent resident of Uttar Pradesh,All,,,"SC, ST, OBC, Minority, General",All,Class 11-12,,200000,,,Financial assistance for Classes 11-12,2025-10-30,"Applications: July 2 - October 30, 2025",https://scholarship.up.gov.in,,"SC/ST income limit: ₹2.5L, OBC/Minority/General: ₹2L. Must be enrolled in recognized institution.","state, government, up, intermediate, class 11-12",,"Passport photo, Marksheets, Income certificate, Caste certificate, Domicile certificate, Fee receipt, Bank passbook, Aadhaar card",https://scholarship.up.gov.in,,Financial assistance for intermediate education. Direct bank transfer.,1. Visit scholarship.up.gov.in 2. Register or login 3. Fill application form 4. Upload documents 5. Submit application 6. Submit hard copy to institution,Merit-based with income verification.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/up-post-matric-intermediate-scholarship
gujarat-post-matric-obc,Gujarat Post-Matric Scholarship for OBC,Gujarat Government,Government,State,Gujarat,Must be permanent resident of Gujarat,All post-matric courses,,,OBC,All,"Class 11-12, Undergraduate, Postgraduate",,150000,,,Financial assistance for OBC students,2026-01-31,Applications typically June-November,https://www.digitalgujarat.gov.in,,Only for OBC category students. Annual family income should not exceed ₹1.5 lakh.,"state, government, gujarat, obc, post-matric",,"Caste certificate, Income certificate, Academic records, Aadhaar Card, Bank account proof",https://www.digitalgujarat.gov.in,,Covers educational expenses for OBC students.,1. Visit digitalgujarat.gov.in 2. Register and login 3. Select OBC Post-Matric scholarship 4. Fill form 5. Upload documents 6. Submit,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/gujarat-post-matric-scholarship-for-obc
gujarat-post-matric-minority,Gujarat Post-Matric Scholarship for Minorities,Gujarat Government,Government,State,Gujarat,Must be permanent resident of Gujarat,Professional and Technical courses,,,Minority,All,"Undergraduate, Postgraduate, Professional",,120000,,,Financial assistance for minority students,2026-01-31,Applications typically June-November,https://www.digitalgujarat.gov.in,,"For minority community students pursuing professional/technical courses. Income limit: ₹1.2L (rural), ₹1.5L (urban).","state, government, gujarat, minority, professional",,"Minority certificate, Income certificate, Academic records, Aadhaar Card, Bank account proof",https://www.digitalgujarat.gov.in,,Financial assistance for minority students in professional education.,1. Visit digitalgujarat.gov.in 2. Register and login 3. Select Minority scholarship 4. Fill form 5. Upload documents 6. Submit,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/gujarat-post-matric-scholarship-for-minorities
haryana-post-matric-bc-obc,Haryana Post-Matric Scholarship for BC/OBC Students,Haryana Government,Government,State,Haryana,Must be permanent resident of Haryana with valid Parivar Pehchan Patra,All post-matric courses,,,"BC, OBC",All,"Class 11-12, Undergraduate, Postgraduate",,150000,,,Financial assistance for BC/OBC students,2025-11-30,"Applications: July 24 - November 30, 2025",https://harchhatravratti.highereduhry.ac.in,,Requires valid PPP. Annual family income should not exceed ₹1.5 lakh. Minimum 75% attendance required.,"state, government, haryana, bc, obc, post-matric",,"Aadhaar card, Domicile certificate, Caste certificate, Income certificate, Marksheet, Fee receipt, PPP, Bank passbook",https://harchhatravratti.highereduhry.ac.in,,Direct Benefit Transfer to student bank account.,1. Visit harchhatravratti.highereduhry.ac.in 2. Register with PPP 3. Fill form 4. Upload documents 5. Submit,Three-tier verification. Category and income-based.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/haryana-post-matric-scholarship-for-bcobc-students
west-bengal-aikyashree,Aikyashree Scholarship (West Bengal Minority),West Bengal Government,Government,State,West Bengal,Must be domiciled in West Bengal,All courses,,,Minority,All,Class 11 to PhD,50,200000,,,Financial assistance for minority students,2025-12-31,Applications processed annually,https://www.wbmdfc.org,,"For minority communities (Muslim, Christian, Sikh, Buddhist, Jain, Parsi). Minimum 50% marks required. Income limit: ₹2L.","state, government, west bengal, minority, aikyashree",,"Aadhaar card, Domicile certificate, Minority certificate, Income certificate, Academic certificates, Fee receipt, Bank passbook",https://www.wbmdfc.org,,Financial assistance for minority students across all education levels.,1. Apply through official portal 2. Fill application form 3. Upload documents 4. Submit for verification,"Category, merit, and income-based selection.",,,2026-01-03,2026,Online,0,0,0,70,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/aikyashree-scholarship-west-bengal-minority
bihar-pms-bc-ebc,Bihar Post Matric Scholarship (BC/EBC),"Education Department, Bihar",Government,State,Bihar,Permanent resident of Bihar,Post-matriculation courses (Class 11 to PG),,,"BC, EBC",All,"Class 11, Class 12, Undergraduate, Postgraduate",,300000,,,Maintenance allowance and reimbursement of compulsory non-refundable fees,2025-12-31,Applications: September - December 2025,https://pmsonline.bihar.gov.in,,Study in recognized institution. Only two sons per family (no limit for daughters).,"state, government, bihar, post-matric, bc, ebz",,"Aadhaar, Domicile, Caste, Income, Marksheets, Fee Receipt, Bonafide, Photo",https://pmsonline.bihar.gov.in,,Covers tuition and other compulsory fees along with a maintenance allowance.,1. Register on pmsonline.bihar.gov.in 2. Select BC/EBC category 3. Fill form 4. Upload documents 5. Submit,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/bihar-post-matric-scholarship-bcebc
bihar-kanya-utthan-graduation,Mukhyamantri Kanya Utthan Yojana (Graduation),"Education Department, Bihar",Government,State,Bihar,Resident of Bihar,Graduation completed,,,All,Female,Graduate,,,,,"₹50,000 one-time incentive",2025-12-31,Registrations typically open in August,https://medhasoft.bihar.gov.in,,Must have completed graduation from a recognized university in Bihar.,"state, government, bihar, girls, graduation",,"Aadhaar, Domicile, Graduation Marksheet, Bank Passbook, Photo",https://medhasoft.bihar.gov.in,,"One-time payment of ₹50,000.",1. Register on medhasoft.bihar.gov.in 2. Fill personal and graduation details 3. Upload documents 4. Submit,Direct benefit to all eligible graduated girls.,,,2026-01-03,2026,Online,0,0,0,80,Active,,One-time,,Low,,Ready for Production,http://localhost:3000/scholarships/mukhyamantri-kanya-utthan-yojana-graduation
rajasthan-pms-sc-st,Rajasthan Post-Matric Scholarship (SC/ST),"SJE Department, Rajasthan",Government,State,Rajasthan,Resident of Rajasthan,Class 11 to PG,,,"SC, ST",All,"Class 11, Class 12, Undergraduate, Postgraduate",60,250000,,,Maintenance allowance and fee reimbursement,2025-12-31,Applications: November - December 2025,https://sje.rajasthan.gov.in,,Study in recognized institution. Family income limit ₹2.5L.,"state, government, rajasthan, post-matric, sc, st",,"Jan Aadhaar, Aadhaar, Domicile, Caste, Income, Marksheet, Fee Receipt, Photo",https://sje.rajasthan.gov.in,,Covers maintenance allowance and tuition fees.,1. Login to SSO portal (sso.rajasthan.gov.in) 2. Select Scholarship application 3. Fill details and upload documents 4. Submit,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/rajasthan-post-matric-scholarship-scst
rajasthan-cm-higher-education,Chief Minister Higher Education Scholarship (Rajasthan),"Department of College Education, Rajasthan",Government,State,Rajasthan,Resident of Rajasthan,Higher education (UG/PG),,,All,All,"Undergraduate, Postgraduate",60,250000,,,₹500 per month for 10 months (up to 5 years),2025-12-01,Applications typically September - December,https://hte.rajasthan.gov.in,,Must have secured 60%+ in Class 12 and be in top 1L of merit. No other state/central scholarship.,"state, government, rajasthan, merit",,"Aadhaar, Domicile, Income, Marksheets, Bank Passbook, Photo",https://hte.rajasthan.gov.in,,"₹5,000 per year (₹500 x 10 months).",1. Apply through SSO portal or hte.rajasthan.gov.in 2. Fill form 3. Upload documents 4. Submit,Merit-based selection (top 1 lakh students).,,,2026-01-03,2026,Online,0,0,0,70,Active,,Renewable for 5 years,,Medium,,Ready for Production,http://localhost:3000/scholarships/chief-minister-higher-education-scholarship-rajasthan
maharashtra-savitribai-phule-pre-matric,Savitribai Phule Pre-Matric Scholarship (SC Girls),"Social Justice Department, Maharashtra",Government,State,Maharashtra,Resident of Maharashtra,Class 5 to 10,,,SC,Female,Class 5-10,,,,,Monthly scholarship for girls,2026-03-31,Applications June - March via MahaDBT,https://mahadbt.maharashtra.gov.in,,For SC girl students in classes 5-10. No income limit.,"state, government, maharashtra, girls, pre-matric, sc",,"Aadhaar, School Bonafide, Caste Certificate, Photo",https://mahadbt.maharashtra.gov.in,,Financial aid to reduce dropout rates for girls.,1. Register on MahaDBT 2. Select Savitribai Phule scheme 3. Fill details 4. Submit,Direct benefit for all eligible SC girl students.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/savitribai-phule-pre-matric-scholarship-sc-girls
maharashtra-goi-post-matric-sc,Maharashtra GOI Post-Matric Scholarship for SC,"Social Justice Department, Maharashtra",Government,State,Maharashtra,Resident of Maharashtra,Class 11 to PG,,,SC,All,"Class 11, Class 12, Undergraduate, Postgraduate",,250000,,,"Maintenance allowance up to ₹1,200/month and fee reimbursement",2026-03-31,Applications typically June - March,https://mahadbt.maharashtra.gov.in,,Only two professional courses allowed. Failure rules apply.,"state, government, maharashtra, post-matric, sc",,"Aadhaar, Domicile, Caste, Income, Marksheet, Fee Receipt, Bank Passbook",https://mahadbt.maharashtra.gov.in,,Full fee reimbursement and maintenance allowance.,1. Register on MahaDBT 2. Fill profile 3. Apply for Post-Matric SC scheme 4. Upload documents 5. Submit,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,85,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/maharashtra-goi-post-matric-scholarship-for-sc
telangana-overseas-bc-ebc,Mahatma Jyothiba Phule Overseas Vidya Nidhi (BC/EBC),"BC Welfare Department, Telangana",Government,State,Telangana,Resident of Telangana,Postgraduate/PhD abroad,35,,"BC, EBC",All,"Postgraduate, PhD",60,500000,,,₹20 Lakh financial aid for studies abroad,2026-03-31,Applications usually twice a year,https://telanganaepass.cgg.gov.in,,Must have secured 60%+ in graduation. Only one child from a family is eligible.,"state, government, telangana, abroad, bc, ebc",,"Aadhaar, Passport, Graduation Marksheet, GRE/GMAT/TOEFL/IELTS scores, Admission Letter, Visa",https://telanganaepass.cgg.gov.in,,"Up to ₹20 lakh for tuition, living expenses, and travel.",1. Apply through ePASS portal 2. Fill overseas scholarship application 3. Upload foreign university admission documents 4. Submit,Merit and selection based on overseas admission.,,,2026-01-03,2026,Online,0,0,0,90,Active,,One-time,,High,,Ready for Production,http://localhost:3000/scholarships/mahatma-jyothiba-phule-overseas-vidya-nidhi-bcebc
telangana-overseas-sc-st,Ambedkar Overseas Vidya Nidhi (SC/ST),"SC/ST Welfare Department, Telangana",Government,State,Telangana,Resident of Telangana,Postgraduate/PhD abroad,35,,"SC, ST",All,"Postgraduate, PhD",60,500000,,,₹20 Lakh financial aid for studies abroad,2026-03-31,Applications usually twice a year,https://telanganaepass.cgg.gov.in,,Must have 60%+ in foundation degree. Income limit ₹5L.,"state, government, telangana, abroad, sc, st",,"Aadhaar, Passport, Marksheets, Admission Letter, Visa, GRE/GMAT/IELTS scores",https://telanganaepass.cgg.gov.in,,"Up to ₹20 lakh covering fees, travel, and expenses.",1. Login to ePASS portal 2. Select Overseas Scholarship for SC/ST 3. Fill details 4. Upload documents 5. Submit,Merit-based on academic records and overseas admission.,,,2026-01-03,2026,Online,0,0,0,90,Active,,One-time,,High,,Ready for Production,http://localhost:3000/scholarships/ambedkar-overseas-vidya-nidhi-scst
mp-mmvy,Mukhyamantri Medhavi Vidyarthi Yojana (MMVY),MP Government,Government,State,Madhya Pradesh,Permanent resident of Madhya Pradesh,"Undergraduate programs (Medical, Engineering, Law, etc.)",,,All,All,Undergraduate,70,600000,,,Full tuition fee reimbursement for higher education,2026-01-31,Applications July 2025 - January 2026,http://scholarshipportal.mp.nic.in,,"Engineering (JEE rank < 1.5L), Medical (NEET merit), Law (CLAT merit) specific criteria.","state, government, mp, merit, engineering, medical, law",,"Aadhaar, Domicile, Income Certificate, Class 12 Marksheet, Entrance Exam Rank/Score, Admission Fee Receipt",http://scholarshipportal.mp.nic.in,,Full fee reimbursement for eligible students.,1. Register on MP Scholarship Portal 2. Fill MMVY application 3. Upload entrance exam and academic documents 4. Submit,Merit-based based on board marks and entrance exam ranks.,,,2026-01-03,2026,Online,0,0,0,85,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/mukhyamantri-medhavi-vidyarthi-yojana-mmvy
mp-taas-pms,MP TAAS Post-Matric Scholarship (SC/ST/OBC),"Tribal Welfare Department, MP",Government,State,Madhya Pradesh,Permanent resident of Madhya Pradesh,Class 11 to PhD,,,"SC, ST, OBC",All,"Class 11, Class 12, Undergraduate, Postgraduate, PhD",,600000,,,Maintenance allowance and fee reimbursement,2026-06-30,Applications usually open throughout the year,https://www.mptaas.mp.gov.in,,Not available for wards of government employees for some categories.,"state, government, mp, sc, st, obc, post-matric",,"Aadhaar, Domicile, Caste certificate, Income certificate, Marksheets, Fee receipt, Bank passbook",https://www.mptaas.mp.gov.in,,Covers maintenance and tuition fees via direct benefit transfer.,1. Login to MPTAAS portal 2. Create profile and apply for scholarship 3. Upload documents 4. Submit,Category and income-based verification.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/mp-taas-post-matric-scholarship-scstobc
tn-post-matric-sc-st,Tamil Nadu Post-Matric Scholarship for SC/ST,"Adi Dravidar and Tribal Welfare, TN",Government,State,Tamil Nadu,Resident of Tamil Nadu,Higher education (after Class 10),,,"SC, ST",All,"Undergraduate, Postgraduate, Diploma",,250000,,,Maintenance allowance and reimbursement of non-refundable fees,2026-03-31,Applications usually June - March,https://www.tnega.org,,Covers tuition and hostel fees for SC/ST students in higher education.,"state, government, tamil-nadu, sc, st, post-matric",,"Aadhaar, Community certificate, Income certificate, Marksheets, Bank passbook, Photo",https://www.tnega.org,,Direct benefit for SC/ST students in TN higher education.,1. Register on TN State Scholarship Portal 2. Select Post-Matric SC/ST scheme 3. Fill details 4. Upload 5. Submit,Category-based selection with income verification.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/tamil-nadu-post-matric-scholarship-for-scst
tn-bc-mbc-dnc-pms,Tamil Nadu BC/MBC/DNC Post-Matric Scholarship,"BC Welfare Department, TN",Government,State,Tamil Nadu,Resident of Tamil Nadu,Post-matric studies in Govt/Aided institutions,,,"BC, MBC, DNC",All,"Class 11, Class 12, Undergraduate, Postgraduate",,250000,,,Financial assistance for tuition and educational fees,2025-06-30,Deadline for AY 2024-25 extended to June 2025,https://bcmbcmw.tn.gov.in,,No income limit for MBC/DNC students in some sub-schemes.,"state, government, tamil-nadu, bc, mbc, dnc, post-matric",,"Aadhaar, Community certificate, Income certificate, Marksheets, Bank passbook",https://bcmbcmw.tn.gov.in,,Category-based support for tuition and educational expenses.,1. Apply through bcmbcmw.tn.gov.in or institutional portal 2. Fill form 3. Upload documents 4. Submit,Category and income verification.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/tamil-nadu-bcmbcdnc-post-matric-scholarship
kerala-dms,District Merit Scholarship (DMS) Kerala,"Directorate of Collegiate Education, Kerala",Government,State,Kerala,Resident of Kerala,"Higher Secondary, VHSC, ITI, or Polytechnic",,,All,All,"Class 11, Class 12, Diploma",,,,,"₹1,250 per annum",2025-12-31,Applications usually invited in December,http://dcescholarship.kerala.gov.in,,Must be a native of Kerala and have exceptional academic record (A+ in all SSLC subjects).,"state, government, kerala, merit",,"Aadhaar, SSLC Marksheet (all A+), Domicile, Bank Passbook",http://dcescholarship.kerala.gov.in,,Annual merit award for top students.,1. Register on DCE Kerala Scholarship Portal 2. Select DMS scheme 3. Fill academic details 4. Submit,Purely merit-based (all A+ requirement).,,,2026-01-03,2026,Online,0,0,0,85,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/district-merit-scholarship-dms-kerala
kerala-egrantz,E-Grantz Kerala (SC/ST/OEC/OBC Support),"BC Welfare/Tribal Welfare, Kerala",Government,State,Kerala,Resident of Kerala,Higher education (after Class 10),,,"SC, ST, OEC, OBC, KPCR",All,"Undergraduate, Postgraduate, Diploma, PhD",,100000,,,Unified web-based grant system for educational support,2026-03-31,Applications processed through Akshaya Centers throughout the year,https://egrantz.kerala.gov.in,,No income limit for SC/ST/OEC. OBC and KPCR require income < ₹1 lakh.,"state, government, kerala, sc, st, obc, oec",,"Aadhaar, Caste Certificate, Income Certificate, Academic records, Bank Passbook",https://egrantz.kerala.gov.in,,"Covers tuition fees, monthly allowance, and other grants.",1. Apply through egrantz.kerala.gov.in or any Akshaya Center 2. Register profile 3. Apply for scheme 4. Submit documents,Category and income-based selection.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/e-grantz-kerala-scstoecobc-support
punjab-pms-sc-bc,Punjab Post-Matric Scholarship for SC/BC Students,"Social Justice/Empowerment, Punjab",Government,State,Punjab,Permanent resident of Punjab,Class 11 to PhD,,,"SC, BC",All,"Class 11, Class 12, Undergraduate, Postgraduate, PhD",,250000,,,Maintenance allowance and fee reimbursement,2025-11-06,Applications typically July - November,https://scholarships.punjab.gov.in,,Income limit ₹2.5L for both SC and BC for some schemes. Study in recognized institutions.,"state, government, punjab, sc, bc, post-matric",,"Aadhaar, Domicile, Caste certificate, Income certificate, Marksheets, Bank passbook, Photo",https://scholarships.punjab.gov.in,,Financial support for tuition and living expenses.,1. Register on Dr. Ambedkar Scholarship Portal Punjab 2. Fill form 3. Upload documents 4. Verify and submit,Category and income status verification.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/punjab-post-matric-scholarship-for-scbc-students
punjab-peef-scholarship,Punjab Educational Endowment Fund (PEEF),"PEEF, Punjab",Government,State,Punjab,Domicile of Punjab,Undergraduate/Master's Level,,,All,All,"Undergraduate, Postgraduate",60,720000,,,Merit-based financial assistance for higher education,2026-03-31,Applications usually twice a year,https://peef.punjab.gov.in,,"Minimum 60% marks in previous exam. Family income ≤ ₹60,000 per month.","state, government, punjab, merit",,"Aadhaar, Domicile, Income certificate, Graduation/Class 12 Marks, Admission proof",https://peef.punjab.gov.in,,Merit-based financial assistance for higher education.,1. Check eligibility on PEEF portal 2. Fill online application 3. Upload documents 4. Submit,Competitive merit-based selection.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/punjab-educational-endowment-fund-peef
delhi-vidyarthi-pratibha,Mukhyamantri Vidyarthi Pratibha Yojna,"SC/ST/OBC/Minority Welfare, Delhi",Government,State,Delhi,Resident of Delhi,Classes 9 to 12,,,"SC, ST, OBC, Minority",All,"Class 9, Class 10, Class 11, Class 12",50,800000,,,"₹5,000 for Class 9-10, ₹10,000 for Class 11-12 per annum",2026-03-31,Applications usually open June - March,https://edistrict.delhi.gov.in,,No income limit if student scores 75% or more in previous class.,"state, government, delhi, school, sc, st, obc",,"Aadhaar (Delhi), Domicile of Delhi, Caste Certificate, Income Certificate (if < 75% marks), Marksheet, Photo",https://edistrict.delhi.gov.in,,"Annual scholarship of ₹5,000 to ₹10,000 based on class.",1. Login to e-District Delhi portal 2. Select the scheme 3. Fill academic and category details 4. Upload documents 5. Submit,Merit-cum-category based selection.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/mukhyamantri-vidyarthi-pratibha-yojna
delhi-merit-higher-ed,Merit Scholarship for SC/ST/OBC Students (Higher Ed),"SC/ST/OBC/Minority Welfare, Delhi",Government,State,Delhi,Resident of Delhi (last 3 years),Class 1 to 12 (Reimbursement) or Higher Ed,,,"SC, ST, OBC",All,"Class 11, Class 12, Undergraduate, Postgraduate",60,800000,,,"Annual scholarship up to ₹12,000 and tuition fee reimbursement",2026-03-31,Applications typically June - March via e-District,https://edistrict.delhi.gov.in,,Specifically for students belonging to SC/ST/OBC categories studying in Delhi.,"state, government, delhi, higher-education, merit, sc, st",,"Aadhaar, Domicile, Caste Certificate, Income Certificate, Marksheets, Fee Receipt",https://edistrict.delhi.gov.in,,"Financial assistance up to ₹12,000 per year.",1. Apply on e-District Delhi portal 2. Select Higher Ed scholarship for SC/ST/OBC 3. Fill academic and income details 4. Submit,Merit and category based selection.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/merit-scholarship-for-scstobc-students-higher-ed
jharkhand-ekalyan-post-matric,Jharkhand e-Kalyan Post-Matric Scholarship,"Scheduled Tribe/Caste/BC Welfare, Jharkhand",Government,State,Jharkhand,Permanent resident of Jharkhand,Class 11 to PhD,,,"SC, ST, BC",All,"Undergraduate, Postgraduate, Diploma, PhD",,250000,,,Full tuition fee reimbursement and maintenance allowance,2026-01-31,Applications July 2025 - January 2026,https://ekalyan.cgg.gov.in,,"Income limit ₹2.5L for SC/ST, and ₹1.5L (generally) for BC students.","state, government, jharkhand, post-matric, sc, st, bc",,"Aadhaar, Domicile, Caste Certificate, Income Certificate (issued after April), Marksheets, Bonafide, Fee Structure",https://ekalyan.cgg.gov.in,,Comprehensive support including fee reimbursement and living allowance.,1. Register on e-Kalyan portal 2. Fill Post-Matric application 3. Upload scanned documents 4. Get verification from college 5. Submit,Category and income-based verification.,,,2026-01-03,2026,Online,0,0,0,85,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/jharkhand-e-kalyan-post-matric-scholarship
jharkhand-cms-shiksha-protsahan,Mukhymantri Shiksha Protsahan Yojana (Jharkhand),"Labour/Welfare Dept, Jharkhand",Government,State,Jharkhand,Resident of Jharkhand,"Coaching for entrance exams (JEE, NEET, CLAT, etc.)",,,All,All,"Class 10, Class 12",,250000,,,"Free coaching and ₹2,500 monthly stipend",2026-03-31,Applications invited annually,https://ekalyan.cgg.gov.in,,"For students aiming for competitive exams like JEE, NEET, CLAT, etc.","state, government, jharkhand, coaching, competition",,"Aadhaar, Domicile, Income Certificate, Previous Class Marksheet",https://ekalyan.cgg.gov.in,,"Free entrance coaching + ₹2,500 monthly stipend.",1. Apply through e-Kalyan or specialized portal 2. Select Shiksha Protsahan scheme 3. Fill details 4. Submit,Merit-based selection for coaching seats.,,,2026-01-03,2026,Online,0,0,0,70,Active,,During coaching period,,Medium,,Ready for Production,http://localhost:3000/scholarships/mukhymantri-shiksha-protsahan-yojana-jharkhand
cg-post-matric-sc-st-obc,Chhattisgarh Post-Matric Scholarship (SC/ST/OBC),"Tribal Welfare/SC Welfare, CG",Government,State,Chhattisgarh,Domicile of Chhattisgarh,Higher education (after Class 10),,,"SC, ST, OBC",All,"Undergraduate, Postgraduate, Diploma",,250000,,,Maintenance allowance and fee reimbursement,2025-11-30,Applications August - November for AY 2025-26,https://postmatric-scholarship.cg.nic.in,,"Income limit ₹2.5L for SC/ST, ₹1L for OBC.","state, government, chhattisgarh, post-matric, sc, st, obc",,"Aadhaar (linked to bank), Domicile, Caste Certificate, Income Certificate, Marksheets, Fee Receipt",https://postmatric-scholarship.cg.nic.in,,Financial assistance for tuition and living expenses.,1. Apply on CG Post-Matric portal 2. Fill student profile 3. Apply for scheme 4. Upload documents 5. Submit,Category/Income verification.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/chhattisgarh-post-matric-scholarship-scstobc
cg-bpl-college-scholarship,Chhattisgarh BPL Scholarship for College Students,"Department of Higher Education, CG",Government,State,Chhattisgarh,Domicile of Chhattisgarh,Enrolled in Government College in CG,,,All,All,"Undergraduate, Postgraduate",,,,,Financial assistance for students from BPL families,2025-12-31,Applications invited annually at start of session,http://www.highereducation.cg.gov.in,,Must have passed previous year exam in first attempt. Regular attendance required.,"state, government, chhattisgarh, bpl, college",,"Aadhaar, BPL Card, Domicile Certificate, Admission Proof, Marksheets",http://www.highereducation.cg.gov.in,,Financial assistance for BPL students.,1. Apply through CG Higher Education portal 2. Provide BPL card details 3. Upload academic records 4. Submit,Need-based selection for BPL card holders.,,,2026-01-03,2026,Online,0,0,0,65,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/chhattisgarh-bpl-scholarship-for-college-students
