"Clean Path","Absolute URL","Page Class","Template Code File","Title Tag Template / Active Title","Primary Dynamic Variable","Database Reference ID","Active Scholarships Count","Sitemap Priority","Verification Status","Content Quality Checklist Status"
"/scholarships/post-matric-scholarship-for-st-students-karnataka/documents-required","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for ST Students (Karnataka) Documents Required 2026","Post-Matric Scholarship for ST Students (Karnataka) - Documents Required","21","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-st-students-karnataka/last-date","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for ST Students (Karnataka) Last Date 2026","Post-Matric Scholarship for ST Students (Karnataka) - Last Date","21","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-st-students-karnataka/selection-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for ST Students (Karnataka) Selection Process 2026","Post-Matric Scholarship for ST Students (Karnataka) - Selection Process","21","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-st-students-karnataka/apply-online","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for ST Students (Karnataka) Apply Online Step Guide 2026","Post-Matric Scholarship for ST Students (Karnataka) - Apply Online Step Guide","21","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-st-students-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for ST Students (Karnataka) Renewal Process 2026","Post-Matric Scholarship for ST Students (Karnataka) - Renewal Process","21","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) 2026 - Apply Online","Post-Matric Scholarship for OBC Students (Karnataka)","22","1","0.7","Verified","Audited & Verified"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/eligibility","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Eligibility Criteria 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Eligibility Criteria","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/income-limit","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Income Limit 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Income Limit","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/documents-required","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Documents Required 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Documents Required","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/last-date","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Last Date 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Last Date","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/selection-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Selection Process 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Selection Process","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/apply-online","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Apply Online Step Guide 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Apply Online Step Guide","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-obc-students-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for OBC Students (Karnataka) Renewal Process 2026","Post-Matric Scholarship for OBC Students (Karnataka) - Renewal Process","22","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) 2026 - Apply Online","Post-Matric Scholarship for Minorities (Karnataka)","23","1","0.7","Verified","Audited & Verified"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/eligibility","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Eligibility Criteria 2026","Post-Matric Scholarship for Minorities (Karnataka) - Eligibility Criteria","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/income-limit","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Income Limit 2026","Post-Matric Scholarship for Minorities (Karnataka) - Income Limit","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/documents-required","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Documents Required 2026","Post-Matric Scholarship for Minorities (Karnataka) - Documents Required","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/last-date","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Last Date 2026","Post-Matric Scholarship for Minorities (Karnataka) - Last Date","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/selection-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Selection Process 2026","Post-Matric Scholarship for Minorities (Karnataka) - Selection Process","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/apply-online","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Apply Online Step Guide 2026","Post-Matric Scholarship for Minorities (Karnataka) - Apply Online Step Guide","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-minorities-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Minorities (Karnataka) Renewal Process 2026","Post-Matric Scholarship for Minorities (Karnataka) - Renewal Process","23","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) 2026 - Apply Online","Post-Matric Scholarship for EWS/General Category (Karnataka)","24","1","0.7","Verified","Audited & Verified"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/eligibility","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Eligibility Criteria 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Eligibility Criteria","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/income-limit","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Income Limit 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Income Limit","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/documents-required","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Documents Required 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Documents Required","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/last-date","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Last Date 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Last Date","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/selection-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Selection Process 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Selection Process","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/apply-online","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Apply Online Step Guide 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Apply Online Step Guide","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for EWS/General Category (Karnataka) Renewal Process 2026","Post-Matric Scholarship for EWS/General Category (Karnataka) - Renewal Process","24","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) 2026 - Apply Online","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka)","25","1","0.7","Verified","Audited & Verified"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/eligibility","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Eligibility Criteria 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Eligibility Criteria","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/income-limit","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Income Limit 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Income Limit","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/documents-required","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Documents Required 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Documents Required","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/last-date","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Last Date 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Last Date","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/selection-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Selection Process 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Selection Process","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/apply-online","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Apply Online Step Guide 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Apply Online Step Guide","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) Renewal Process 2026","Post-Matric Scholarship for Persons with Disabilities - UDID (Karnataka) - Renewal Process","25","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) 2026 - Apply Online","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka)","26","1","0.7","Verified","Audited & Verified"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/eligibility","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Eligibility Criteria 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Eligibility Criteria","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/income-limit","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Income Limit 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Income Limit","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/documents-required","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Documents Required 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Documents Required","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/last-date","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Last Date 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Last Date","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/selection-process","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Selection Process 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Selection Process","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/apply-online","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Apply Online Step Guide 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Apply Online Step Guide","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) Renewal Process 2026","Vidyasiri Food and Accommodation Scholarship for OBC Students (Karnataka) - Renewal Process","26","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka","Scholarship Detail","app/scholarships/[slug]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) 2026 - Apply Online","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka)","27","1","0.7","Verified","Audited & Verified"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/eligibility","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Eligibility Criteria 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Eligibility Criteria","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/income-limit","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Income Limit 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Income Limit","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/documents-required","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Documents Required 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Documents Required","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/last-date","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/last-date","Scholarship Detail Subpage (last-date)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Last Date 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Last Date","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/selection-process","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/selection-process","Scholarship Detail Subpage (selection-process)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Selection Process 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Selection Process","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/apply-online","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/apply-online","Scholarship Detail Subpage (apply-online)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Apply Online Step Guide 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Apply Online Step Guide","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/renewal-process","https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/renewal-process","Scholarship Detail Subpage (renewal-process)","app/scholarships/[slug]/[subpage]/page.tsx","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) Renewal Process 2026","Merit-Cum-Means (MCM) Scholarship for Minorities - Professional and Technical Courses (Karnataka) - Renewal Process","27","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board","https://www.indiascholarships.in/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board","Scholarship Detail","app/scholarships/[slug]/page.tsx","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) 2026 - Apply Online","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board)","28","1","0.7","Verified","Audited & Verified"
"/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/eligibility","https://www.indiascholarships.in/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/eligibility","Scholarship Detail Subpage (eligibility)","app/scholarships/[slug]/[subpage]/page.tsx","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) Eligibility Criteria 2026","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) - Eligibility Criteria","28","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/income-limit","https://www.indiascholarships.in/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/income-limit","Scholarship Detail Subpage (income-limit)","app/scholarships/[slug]/[subpage]/page.tsx","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) Income Limit 2026","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) - Income Limit","28","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
"/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/documents-required","https://www.indiascholarships.in/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/documents-required","Scholarship Detail Subpage (documents-required)","app/scholarships/[slug]/[subpage]/page.tsx","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) Documents Required 2026","Sandeepani Shishya Vethana Scholarship (Karnataka State Brahmin Development Board) - Documents Required","28","1","0.65","Verified","Audited & Verified (Dynamic Cluster)"
