No,Keyword,Search Volume,CPC,Paid Difficulty,SEO Difficulty
506,"swami vivekananda scholarship",201000,"₹31.90",1,42
507,"swami vivekananda scholarship 2025",5400,"₹0.00",1,29
508,"swami vivekananda scholarship last date",5400,"₹0.00",1,21
509,"swami vivekananda scholarship status check",8100,"₹0.00",1,23
510,"swd scholarship",6600,"₹0.00",1,18
511,"tata capital pankh scholarship",8100,"₹43.80",1,7
512,"tata group scholarship",8100,"₹30.94",3,16
513,"tata pankh scholarship",5400,"₹106.64",11,16
514,"tata scholarship 2025",8100,"₹127.59",6,15
515,"tata scholarship 2026",9900,"₹87.60",24,15
516,"telangana scholarship status",6600,"₹0.00",1,27
517,"u p scholarship renewal",8100,"₹0.00",1,38
518,"u p scholarship status check",40500,"₹0.00",1,42
519,"up board scholarship",5400,"₹46.66",1,18
520,"up government scholarship",12100,"₹0.00",1,38
521,"up scholarship",4090000,"₹49.04",1,47
522,"up scholarship 2024",165000,"₹55.70",1,42
523,"up scholarship 2024 25",14800,"₹0.00",1,9
524,"up scholarship 2025",33100,"₹84.74",1,51
525,"up scholarship 2025 26",22200,"₹69.51",1,51
526,"up scholarship 2026",5400,"₹73.32",1,18
527,"up scholarship ac in",12100,"₹8.57",1,61
528,"up scholarship government in",49500,"₹141.87",1,41
529,"up scholarship inc in",14800,"₹0.00",1,9
530,"up scholarship last date 2024",14800,"₹0.00",1,9
531,"up scholarship last date 2025",12100,"₹0.00",1,35
532,"up scholarship log in",22200,"₹0.00",1,44
533,"up scholarship login",33100,"₹0.00",1,22
534,"up scholarship online",5400,"₹0.00",1,14
535,"up scholarship otr",22200,"₹65.70",1,33
536,"up scholarship otr registration",8100,"₹0.00",1,27
537,"up scholarship portal",8100,"₹0.00",1,15
538,"up scholarship renewal",14800,"₹0.00",1,17
539,"up scholarship sarkari results",14800,"₹0.00",1,12
540,"up scholarship status",110000,"₹0.00",1,42
541,"up scholarship status 2025",60500,"₹0.00",1,23
542,"up scholarship status 2026",8100,"₹208.52",1,23
543,"up scholarship status check",12100,"₹0.00",1,8
544,"up scholarship status check 25 26",9900,"₹0.00",1,20
545,"up scholarship status renewal",33100,"₹0.00",1,14
546,"up scholarship up",4090000,"₹61.89",1,30
547,"up scholarship when",0,"₹0.00",1,12
548,"up to how much scholarship can i get",0,"₹0.00",1,4
549,"upsc scholarship 2024",110000,"₹0.00",1,42
550,"upsc scholarship 2025",74000,"₹60.94",1,42
551,"vidyadhan scholarship 2025",9900,"₹69.51",1,25
552,"vidyasaarathi scholarship 2025",6600,"₹70.46",1,31
553,"vivekananda scholarship",22200,"₹41.42",1,24
554,"w b minority scholarship",22200,"₹0.00",1,16
555,"west bengal minority scholarship",22200,"₹54.27",1,32
556,"what documents required for up scholarship",20,"₹0.00",1,5
557,"what is gear up scholarship",0,"₹0.00",1,4
558,"what is nsp scholarship",1600,"₹0.00",1,36
559,"what is nsp scholarship amount",260,"₹0.00",1,39
560,"what is nsp scholarship amount for ug students",20,"₹0.00",1,5
561,"what is nsp scholarship criteria",0,"₹0.00",1,4
562,"what is nsp scholarship eligibility",90,"₹0.00",1,5
563,"what is nsp scholarship for pg students",0,"₹0.00",1,4
564,"what is nsp scholarship for ug students",30,"₹0.00",1,5
565,"what is nsp scholarship in hindi",70,"₹0.00",1,5
566,"what is nsp scholarship last date",20,"₹0.00",1,5
567,"what is nsp scholarship portal",0,"₹0.00",1,4
568,"what is nsp scholarship scheme",0,"₹0.00",1,4
569,"what is pfms in up scholarship",0,"₹0.00",1,4
570,"what is step up scholarship florida",0,"₹0.00",1,4
571,"what is the income limit for nsp scholarship",90,"₹0.00",1,5
572,"what is up government scholarship",0,"₹0.00",1,4
573,"what is up presidential scholarship",0,"₹0.00",1,4
574,"what is up scholarship",40,"₹0.00",1,5
575,"what is up scholarship amount",0,"₹0.00",1,4
576,"what is up scholarship form",0,"₹0.00",1,4
577,"what is up scholarship otr",0,"₹0.00",1,4
578,"what national scholarship portal",0,"₹0.00",1,4
579,"what nsp scholarship",30,"₹0.00",1,13
580,"what nsp scholarship 2025",0,"₹0.00",1,4
581,"what scholarship can i get after 12th",0,"₹0.00",1,4
582,"what scholarship do",0,"₹0.00",1,12
583,"what scholarship gives the most money",0,"₹0.00",1,4
584,"what scholarship income is taxable",0,"₹0.00",1,4
585,"what scholarship is available now",0,"₹0.00",1,4
586,"what scholarship is open now",0,"₹0.00",1,4
587,"what scholarship is still open",0,"₹0.00",1,4
588,"what scholarship is taxable",0,"₹0.00",1,4
589,"what scholarship means",1000,"₹0.00",1,43
590,"what scholarship opportunities are available",0,"₹0.00",1,4
591,"what scholarship websites are legit reddit",0,"₹0.00",1,4
592,"what schools accept step up scholarship",0,"₹0.00",1,4
593,"when is step up scholarship deadline",0,"₹0.00",1,4
594,"when nsp scholarship amount will come",20,"₹0.00",1,5
595,"when nsp scholarship application will start",0,"₹0.00",1,4
596,"when nsp scholarship money will come",110,"₹0.00",1,5
597,"when nsp scholarship payment will come",0,"₹0.00",1,4
598,"when nsp scholarship will be credited",90,"₹0.00",1,5
599,"when nsp scholarship will be credited 2025",390,"₹0.00",1,5
600,"when nsp scholarship will come",50,"₹0.00",1,5
601,"when nsp scholarship will come 2025",50,"₹0.00",1,5
602,"when nsp scholarship will come 2025 26",10,"₹0.00",1,5
603,"when nsp scholarship will come 2026",0,"₹0.00",1,4
604,"when nsp scholarship will open",0,"₹0.00",1,4
605,"when nsp scholarship will release",0,"₹0.00",1,4
606,"when scholarship come",0,"₹0.00",1,12
607,"when scholarship come in account 2026",0,"₹0.00",1,4
608,"when scholarship portal will open",0,"₹0.00",1,4
609,"when scholarship will be credited",40,"₹0.00",1,5
610,"when scholarship will come 2025 for college students",0,"₹0.00",1,4
611,"when scholarship will come 2026 for college students",0,"₹0.00",1,4
612,"when scholarship will release",0,"₹0.00",1,4
613,"when up scholarship",0,"₹0.00",1,12
614,"when up scholarship came",0,"₹0.00",1,4
615,"when up scholarship come",0,"₹0.00",1,4
616,"when up scholarship come in account",0,"₹0.00",1,4
617,"when up scholarship money will come",40,"₹0.00",1,5
618,"when up scholarship portal reopen",0,"₹0.00",1,4
619,"when up scholarship portal will open",0,"₹0.00",1,4
620,"when up scholarship will come",50,"₹0.00",1,5
621,"when up scholarship will come 2024",10,"₹0.00",1,5
622,"when up scholarship will come 2025",170,"₹0.00",1,5
623,"when up scholarship will come 2026",0,"₹0.00",1,4
624,"when up scholarship will come 2026 last date",0,"₹0.00",1,4
625,"when will up scholarship amount come 2025",40,"₹0.00",1,5
626,"when will up scholarship amount come 2026",0,"₹0.00",1,4
627,"when will up scholarship come",70,"₹0.00",1,5
628,"when will up scholarship come 2025",20,"₹0.00",1,5
629,"when will up scholarship come 2025 for ug students",0,"₹0.00",1,4
630,"when will up scholarship come 2026",0,"₹0.00",1,4
631,"when will up scholarship come 2026 for ug students",20,"₹0.00",1,5
632,"when will up scholarship come in account",10,"₹0.00",1,5
633,"when will up scholarship come in account 2026",30,"₹0.00",1,5
634,"when will up scholarship correction window open",0,"₹0.00",1,4
635,"when will up scholarship money come",0,"₹0.00",1,4
636,"when will up scholarship portal open",0,"₹0.00",1,4
637,"where bully scholarship",0,"₹0.00",1,12
638,"where is my scholarship",10,"₹0.00",2,6
639,"where is scholarship exam",0,"₹0.00",1,4
640,"where is scholarship office",0,"₹0.00",1,4
641,"where is scholarship secretariat located in accra",0,"₹0.00",1,4
642,"where nsp",0,"₹0.00",1,17
643,"where to apply nsp scholarship",20,"₹0.00",1,5
644,"where to check nsp scholarship status",0,"₹0.00",1,4
645,"where to check scholarship status",70,"₹0.00",1,6
646,"where to check up scholarship status",0,"₹0.00",1,4
647,"where to get scholarship",20,"₹0.00",10,9
648,"where to level up scholarship kcd2",0,"₹0.00",1,4
649,"where to submit nsp form",0,"₹0.00",1,4
650,"where's scholar green",0,"₹0.00",1,12
651,"which date nsp scholarship will come",0,"₹0.00",1,4
652,"which documents required for nsp scholarship",70,"₹0.00",1,5
653,"which documents required for nsp scholarship for ug students",0,"₹0.00",1,4
654,"which documents required for up scholarship",0,"₹0.00",1,4
655,"which scheme is best in nsp scholarship",0,"₹0.00",1,4
656,"which scholarship comes under nsp",0,"₹0.00",1,4
657,"which scholarship is available for 2nd year students",10,"₹0.00",9,8
658,"which scholarship is available now",720,"₹168.53",38,40
659,"which scholarship is available now for 12th passed students",70,"₹23.80",9,8
660,"which scholarship is available now for degree students",20,"₹91.41",45,19
661,"which scholarship is available now for ug students",30,"₹31.90",13,9
662,"which scholarship is available now in india",40,"₹36.66",16,10
663,"which scholarship is available now in karnataka",110,"₹41.42",15,10
664,"which scholarship is available now in karnataka for degree students",20,"₹0.00",6,7
665,"which scholarship is available now in karnataka for engineering students",0,"₹0.00",1,4
666,"which scholarship is available now in karnataka for puc students",0,"₹0.00",1,4
667,"which scholarship is best",30,"₹22.85",8,8
668,"which scholarship is best after 12th",20,"₹0.00",2,6
669,"which scholarship is best nsp or ssp",0,"₹0.00",1,4
670,"which scholarship is easy to get",20,"₹0.00",10,9
671,"who apply nsp scholarship",30,"₹0.00",1,5
672,"who are eligible for up scholarship",30,"₹0.00",1,5
673,"who can apply nsp scholarship",90,"₹0.00",1,5
674,"who can apply nsp scholarship 2025",10,"₹0.00",1,5
675,"who can get nsp scholarship",50,"₹0.00",1,5
676,"who can get up scholarship",0,"₹0.00",1,4
677,"who eligible nsp scholarship",0,"₹0.00",1,4
678,"who fill the nsp scholarship form",0,"₹0.00",1,4
679,"who gave scholarship to ambedkar",110,"₹0.00",1,5
680,"who get nsp scholarship",20,"₹0.00",1,5
681,"who gives nsp scholarship",0,"₹0.00",1,4
682,"who gives scholarship to students",30,"₹0.00",5,7
683,"who is nsp for",0,"₹0.00",1,4
684,"who will get up scholarship",0,"₹0.00",1,4
685,"why nsp scholarship",0,"₹0.00",1,12
686,"why nsp scholarship is not coming",0,"₹0.00",1,4
687,"why nsp scholarship is not received",20,"₹0.00",1,5
688,"why nsp scholarship is not received 2023",10,"₹0.00",1,5
689,"why nsp scholarship is not received 2025",90,"₹0.00",1,5
690,"why nsp scholarship is not received 2026",10,"₹0.00",1,5
691,"why nsp scholarship scheme is not available",0,"₹0.00",1,4
692,"why scholarship is important",30,"₹0.00",1,5
693,"why scholarship is late",0,"₹0.00",1,4
694,"why scholarship is rejected",0,"₹0.00",1,4
695,"why up scholarship is not coming",10,"₹0.00",1,5
696,"why up scholarship site is not working",40,"₹0.00",1,5
697,"why up scholarship website not working",10,"₹0.00",1,5
698,"will nsp scholarship date extended",70,"₹0.00",1,5
699,"will scholarship date extended 2026",0,"₹0.00",1,4
700,"will up scholarship date extended",30,"₹0.00",1,5
701,"will up scholarship date extended 2025",0,"₹0.00",1,4
702,"www digital gujarat gov in scholarship",14800,"₹74.27",1,22
703,"www mscepune in scholarship result 2025 8th class",5400,"₹0.00",1,31
704,"10 scholarship 2025",22200,"₹63.79",1,16
705,"10th pass scholarship 2025",6600,"₹81.88",1,16
706,"12 scholarship 2025",14800,"₹54.27",2,18
707,"50 000 scholarship",5400,"₹78.08",1,15
708,"50000 scholarship",6600,"₹103.78",1,36
709,"8th scholarship question paper in marathi 2018",8100,"₹0.00",1,16
710,"8th scholarship question paper in marathi 2019",6600,"₹0.00",1,4
